task_id	title	module	java_path	type
2753	Port `org.apache.lucene.classification.utils.DatasetSplitter`	classification	classification/src/java/org/apache/lucene/classification/utils/DatasetSplitter.java	TASK
2754	Port `org.apache.lucene.classification.utils.ConfusionMatrixGenerator`	classification	classification/src/java/org/apache/lucene/classification/utils/ConfusionMatrixGenerator.java	TASK
2755	Port test `org.apache.lucene.classification.document.DocumentClassificationTestBase`	classification	classification/src/test/org/apache/lucene/classification/document/DocumentClassificationTestBase.java	CHORE
2756	Port test `org.apache.lucene.classification.ClassificationTestBase`	classification	classification/src/test/org/apache/lucene/classification/ClassificationTestBase.java	CHORE
2757	Port test `org.apache.lucene.classification.Test20NewsgroupsClassification`	classification	classification/src/test/org/apache/lucene/classification/Test20NewsgroupsClassification.java	CHORE
2758	Port test `org.apache.lucene.classification.utils.TestDataSplitter`	classification	classification/src/test/org/apache/lucene/classification/utils/TestDataSplitter.java	CHORE
2759	Replace the existing Gocene stub for `org.tartarus.snowball.Among`	analysis/common	analysis/common/src/java/org/tartarus/snowball/Among.java	REFACTOR
2760	Replace the existing Gocene stub for `org.tartarus.snowball.SnowballProgram`	analysis/common	analysis/common/src/java/org/tartarus/snowball/SnowballProgram.java	REFACTOR
2761	Replace the existing Gocene stub for `org.tartarus.snowball.SnowballStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/SnowballStemmer.java	REFACTOR
2762	Replace the existing Gocene stub for `org.tartarus.snowball.ext.PortugueseStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/PortugueseStemmer.java	REFACTOR
2763	Replace the existing Gocene stub for `org.tartarus.snowball.ext.SwedishStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/SwedishStemmer.java	REFACTOR
2764	Replace the existing Gocene stub for `org.tartarus.snowball.ext.DanishStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/DanishStemmer.java	REFACTOR
2765	Replace the existing Gocene stub for `org.tartarus.snowball.ext.FinnishStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/FinnishStemmer.java	REFACTOR
2766	Replace the existing Gocene stub for `org.tartarus.snowball.ext.IrishStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/IrishStemmer.java	REFACTOR
2767	Replace the existing Gocene stub for `org.tartarus.snowball.ext.HungarianStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/HungarianStemmer.java	REFACTOR
2768	Replace the existing Gocene stub for `org.tartarus.snowball.ext.EstonianStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/EstonianStemmer.java	REFACTOR
2769	Replace the existing Gocene stub for `org.tartarus.snowball.ext.RomanianStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/RomanianStemmer.java	REFACTOR
2770	Replace the existing Gocene stub for `org.tartarus.snowball.ext.EnglishStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/EnglishStemmer.java	REFACTOR
2771	Replace the existing Gocene stub for `org.tartarus.snowball.ext.FrenchStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/FrenchStemmer.java	REFACTOR
2772	Replace the existing Gocene stub for `org.tartarus.snowball.ext.BasqueStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/BasqueStemmer.java	REFACTOR
2773	Replace the existing Gocene stub for `org.tartarus.snowball.ext.NorwegianStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/NorwegianStemmer.java	REFACTOR
2774	Replace the existing Gocene stub for `org.tartarus.snowball.ext.RussianStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/RussianStemmer.java	REFACTOR
2775	Replace the existing Gocene stub for `org.tartarus.snowball.ext.SpanishStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/SpanishStemmer.java	REFACTOR
2776	Replace the existing Gocene stub for `org.tartarus.snowball.ext.SerbianStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/SerbianStemmer.java	REFACTOR
2777	Replace the existing Gocene stub for `org.tartarus.snowball.ext.LithuanianStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/LithuanianStemmer.java	REFACTOR
2778	Replace the existing Gocene stub for `org.tartarus.snowball.ext.YiddishStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/YiddishStemmer.java	REFACTOR
2779	Replace the existing Gocene stub for `org.tartarus.snowball.ext.TamilStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/TamilStemmer.java	REFACTOR
2780	Replace the existing Gocene stub for `org.tartarus.snowball.ext.ArmenianStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/ArmenianStemmer.java	REFACTOR
2781	Replace the existing Gocene stub for `org.tartarus.snowball.ext.TurkishStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/TurkishStemmer.java	REFACTOR
2782	Replace the existing Gocene stub for `org.tartarus.snowball.ext.ItalianStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/ItalianStemmer.java	REFACTOR
2783	Replace the existing Gocene stub for `org.tartarus.snowball.ext.CatalanStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/CatalanStemmer.java	REFACTOR
2784	Replace the existing Gocene stub for `org.tartarus.snowball.ext.NepaliStemmer`	analysis/common	analysis/common/src/java/org/tartarus/snowball/ext/NepaliStemmer.java	REFACTOR
2785	Replace the existing Gocene stub for `org.apache.lucene.collation.CollationKeyAnalyzer`	analysis/common	analysis/common/src/java/org/apache/lucene/collation/CollationKeyAnalyzer.java	REFACTOR
2786	Replace the existing Gocene stub for `org.apache.lucene.collation.CollationAttributeFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/collation/CollationAttributeFactory.java	REFACTOR
2787	Replace the existing Gocene stub for `org.apache.lucene.collation.tokenattributes.CollatedTermAttributeImpl`	analysis/common	analysis/common/src/java/org/apache/lucene/collation/tokenattributes/CollatedTermAttributeImpl.java	REFACTOR
2788	Replace the existing Gocene stub for `org.apache.lucene.collation.CollationDocValuesField`	analysis/common	analysis/common/src/java/org/apache/lucene/collation/CollationDocValuesField.java	REFACTOR
2789	Replace the existing Gocene stub for `org.apache.lucene.analysis.ckb.SoraniAnalyzer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/ckb/SoraniAnalyzer.java	REFACTOR
2790	Replace the existing Gocene stub for `org.apache.lucene.analysis.miscellaneous.ConcatenateGraphFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConcatenateGraphFilterFactory.java	REFACTOR
2791	Replace the existing Gocene stub for `org.apache.lucene.analysis.miscellaneous.ProtectedTermFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ProtectedTermFilter.java	REFACTOR
2792	Replace the existing Gocene stub for `org.apache.lucene.analysis.miscellaneous.ProtectedTermFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ProtectedTermFilterFactory.java	REFACTOR
2793	Port `org.apache.lucene.analysis.miscellaneous.ConditionalTokenFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConditionalTokenFilterFactory.java	TASK
2794	Replace the existing Gocene stub for `org.apache.lucene.analysis.miscellaneous.ConcatenateGraphFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConcatenateGraphFilter.java	REFACTOR
2795	Replace the existing Gocene stub for `org.apache.lucene.analysis.miscellaneous.ConcatenatingTokenStream`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConcatenatingTokenStream.java	REFACTOR
2796	Replace the existing Gocene stub for `org.apache.lucene.analysis.miscellaneous.StemmerOverrideFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/StemmerOverrideFilterFactory.java	REFACTOR
2797	Replace the existing Gocene stub for `org.apache.lucene.analysis.miscellaneous.StemmerOverrideFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/StemmerOverrideFilter.java	REFACTOR
2798	Replace the existing Gocene stub for `org.apache.lucene.analysis.th.ThaiTokenizerFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/th/ThaiTokenizerFactory.java	REFACTOR
2799	Replace the existing Gocene stub for `org.apache.lucene.analysis.th.ThaiTokenizer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/th/ThaiTokenizer.java	REFACTOR
2800	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.ViterbiNBest`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/ViterbiNBest.java	REFACTOR
2801	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.ConnectionCosts`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/ConnectionCosts.java	REFACTOR
2802	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.CharacterDefinitionWriter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/CharacterDefinitionWriter.java	REFACTOR
2803	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.TokenInfoFST`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/TokenInfoFST.java	REFACTOR
2804	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.BinaryDictionary`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/BinaryDictionary.java	REFACTOR
2805	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.Viterbi`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/Viterbi.java	REFACTOR
2806	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.DictionaryEntryWriter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/DictionaryEntryWriter.java	REFACTOR
2807	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.GraphvizFormatter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/GraphvizFormatter.java	REFACTOR
2808	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.BinaryDictionaryWriter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/BinaryDictionaryWriter.java	REFACTOR
2809	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.CharacterDefinition`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/CharacterDefinition.java	REFACTOR
2810	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.MorphData`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/MorphData.java	REFACTOR
2811	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.TokenType`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/TokenType.java	REFACTOR
2812	Replace the existing Gocene stub for `org.apache.lucene.analysis.morph.ConnectionCostsWriter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/morph/ConnectionCostsWriter.java	REFACTOR
2813	Replace the existing Gocene stub for `org.apache.lucene.analysis.ga.IrishAnalyzer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/ga/IrishAnalyzer.java	REFACTOR
2814	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.DictionaryCompoundWordTokenFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/DictionaryCompoundWordTokenFilterFactory.java	REFACTOR
2815	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.CompoundWordTokenFilterBase`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/CompoundWordTokenFilterBase.java	REFACTOR
2816	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.DictionaryCompoundWordTokenFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/DictionaryCompoundWordTokenFilter.java	REFACTOR
2817	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.HyphenationCompoundWordTokenFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/HyphenationCompoundWordTokenFilterFactory.java	REFACTOR
2818	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.hyphenation.PatternParser`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/hyphenation/PatternParser.java	REFACTOR
2819	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.hyphenation.HyphenationTree`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/hyphenation/HyphenationTree.java	REFACTOR
2820	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.hyphenation.ByteVector`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/hyphenation/ByteVector.java	REFACTOR
2821	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.hyphenation.Hyphenation`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/hyphenation/Hyphenation.java	REFACTOR
2822	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.hyphenation.Hyphen`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/hyphenation/Hyphen.java	REFACTOR
2823	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.hyphenation.TernaryTree`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/hyphenation/TernaryTree.java	REFACTOR
2824	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.hyphenation.CharVector`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/hyphenation/CharVector.java	REFACTOR
2825	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.hyphenation.PatternConsumer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/hyphenation/PatternConsumer.java	REFACTOR
2826	Replace the existing Gocene stub for `org.apache.lucene.analysis.compound.HyphenationCompoundWordTokenFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/compound/HyphenationCompoundWordTokenFilter.java	REFACTOR
2827	Replace the existing Gocene stub for `org.apache.lucene.analysis.snowball.SnowballPorterFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/snowball/SnowballPorterFilterFactory.java	REFACTOR
2828	Replace the existing Gocene stub for `org.apache.lucene.analysis.snowball.SnowballFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/snowball/SnowballFilter.java	REFACTOR
2829	Port `org.apache.lucene.analysis.it.ItalianLightStemmer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/it/ItalianLightStemmer.java	TASK
2830	Replace the existing Gocene stub for `org.apache.lucene.analysis.shingle.FixedShingleFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/shingle/FixedShingleFilter.java	REFACTOR
2831	Replace the existing Gocene stub for `org.apache.lucene.analysis.shingle.FixedShingleFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/shingle/FixedShingleFilterFactory.java	REFACTOR
2832	Replace the existing Gocene stub for `org.apache.lucene.analysis.shingle.ShingleAnalyzerWrapper`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/shingle/ShingleAnalyzerWrapper.java	REFACTOR
2833	Replace the existing Gocene stub for `org.apache.lucene.analysis.classic.ClassicFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/classic/ClassicFilter.java	REFACTOR
2834	Port `org.apache.lucene.analysis.classic.ClassicTokenizerImpl`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/classic/ClassicTokenizerImpl.java	TASK
2835	Replace the existing Gocene stub for `org.apache.lucene.analysis.classic.ClassicAnalyzer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/classic/ClassicAnalyzer.java	REFACTOR
2836	Replace the existing Gocene stub for `org.apache.lucene.analysis.classic.ClassicTokenizer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/classic/ClassicTokenizer.java	REFACTOR
2837	Replace the existing Gocene stub for `org.apache.lucene.analysis.classic.ClassicFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/classic/ClassicFilterFactory.java	REFACTOR
2838	Replace the existing Gocene stub for `org.apache.lucene.analysis.classic.ClassicTokenizerFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/classic/ClassicTokenizerFactory.java	REFACTOR
2839	Replace the existing Gocene stub for `org.apache.lucene.analysis.cjk.CJKBigramFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/cjk/CJKBigramFilterFactory.java	REFACTOR
2840	Replace the existing Gocene stub for `org.apache.lucene.analysis.cjk.CJKWidthCharFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/cjk/CJKWidthCharFilter.java	REFACTOR
2841	Replace the existing Gocene stub for `org.apache.lucene.analysis.cjk.CJKWidthCharFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/cjk/CJKWidthCharFilterFactory.java	REFACTOR
2842	Replace the existing Gocene stub for `org.apache.lucene.analysis.cjk.CJKBigramFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/cjk/CJKBigramFilter.java	REFACTOR
2843	Replace the existing Gocene stub for `org.apache.lucene.analysis.cjk.CJKWidthFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/cjk/CJKWidthFilterFactory.java	REFACTOR
2844	Replace the existing Gocene stub for `org.apache.lucene.analysis.cjk.CJKWidthFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/cjk/CJKWidthFilter.java	REFACTOR
2845	Replace the existing Gocene stub for `org.apache.lucene.analysis.email.UAX29URLEmailAnalyzer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/email/UAX29URLEmailAnalyzer.java	REFACTOR
2846	Replace the existing Gocene stub for `org.apache.lucene.analysis.email.UAX29URLEmailTokenizerImpl`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/email/UAX29URLEmailTokenizerImpl.java	REFACTOR
2847	Port `org.apache.lucene.analysis.fi.FinnishLightStemmer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/fi/FinnishLightStemmer.java	TASK
2848	Replace the existing Gocene stub for `org.apache.lucene.analysis.lv.LatvianStemFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/lv/LatvianStemFilterFactory.java	REFACTOR
2849	Replace the existing Gocene stub for `org.apache.lucene.analysis.lv.LatvianStemFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/lv/LatvianStemFilter.java	REFACTOR
2850	Port `org.apache.lucene.analysis.lv.LatvianStemmer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/lv/LatvianStemmer.java	TASK
2851	Replace the existing Gocene stub for `org.apache.lucene.analysis.ne.NepaliAnalyzer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/ne/NepaliAnalyzer.java	REFACTOR
2852	Replace the existing Gocene stub for `org.apache.lucene.analysis.query.QueryAutoStopWordAnalyzer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/query/QueryAutoStopWordAnalyzer.java	REFACTOR
2853	Replace the existing Gocene stub for `org.apache.lucene.analysis.charfilter.BaseCharFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/charfilter/BaseCharFilter.java	REFACTOR
2854	Port `org.apache.lucene.analysis.br.BrazilianStemmer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/br/BrazilianStemmer.java	TASK
2855	Replace the existing Gocene stub for `org.apache.lucene.analysis.synonym.word2vec.Dl4jModelReader`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/synonym/word2vec/Dl4jModelReader.java	REFACTOR
2856	Replace the existing Gocene stub for `org.apache.lucene.analysis.synonym.word2vec.Word2VecSynonymProviderFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/synonym/word2vec/Word2VecSynonymProviderFactory.java	REFACTOR
2857	Replace the existing Gocene stub for `org.apache.lucene.analysis.synonym.word2vec.Word2VecSynonymProvider`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/synonym/word2vec/Word2VecSynonymProvider.java	REFACTOR
2858	Replace the existing Gocene stub for `org.apache.lucene.analysis.synonym.word2vec.Word2VecSynonymFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/synonym/word2vec/Word2VecSynonymFilter.java	REFACTOR
2859	Replace the existing Gocene stub for `org.apache.lucene.analysis.synonym.word2vec.Word2VecModel`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/synonym/word2vec/Word2VecModel.java	REFACTOR
2860	Replace the existing Gocene stub for `org.apache.lucene.analysis.synonym.word2vec.TermAndBoost`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/synonym/word2vec/TermAndBoost.java	REFACTOR
2861	Replace the existing Gocene stub for `org.apache.lucene.analysis.synonym.word2vec.Word2VecSynonymFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/synonym/word2vec/Word2VecSynonymFilterFactory.java	REFACTOR
2862	Replace the existing Gocene stub for `org.apache.lucene.analysis.synonym.WordnetSynonymParser`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/synonym/WordnetSynonymParser.java	REFACTOR
2863	Replace the existing Gocene stub for `org.apache.lucene.analysis.synonym.SolrSynonymParser`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/synonym/SolrSynonymParser.java	REFACTOR
2864	Replace the existing Gocene stub for `org.apache.lucene.analysis.gl.GalicianMinimalStemFilterFactory`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/gl/GalicianMinimalStemFilterFactory.java	REFACTOR
2865	Port `org.apache.lucene.analysis.gl.GalicianStemmer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/gl/GalicianStemmer.java	TASK
2866	Replace the existing Gocene stub for `org.apache.lucene.analysis.gl.GalicianMinimalStemFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/gl/GalicianMinimalStemFilter.java	REFACTOR
2867	Port `org.apache.lucene.analysis.gl.GalicianMinimalStemmer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/gl/GalicianMinimalStemmer.java	TASK
2868	Replace the existing Gocene stub for `org.apache.lucene.analysis.hunspell.HunspellStemFilter`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/HunspellStemFilter.java	REFACTOR
2869	Port `org.apache.lucene.analysis.hunspell.ISO8859_14Decoder`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/ISO8859_14Decoder.java	TASK
2870	Port `org.apache.lucene.analysis.hunspell.FlagEnumerator`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/FlagEnumerator.java	TASK
2871	Port `org.apache.lucene.analysis.hunspell.ModifyingSuggester`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/ModifyingSuggester.java	TASK
2872	Port `org.apache.lucene.analysis.hunspell.FlyweightEntry`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/FlyweightEntry.java	TASK
2873	Port `org.apache.lucene.analysis.hunspell.GeneratingSuggester`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/GeneratingSuggester.java	TASK
2874	Replace the existing Gocene stub for `org.apache.lucene.analysis.hunspell.DictEntry`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/DictEntry.java	REFACTOR
2875	Replace the existing Gocene stub for `org.apache.lucene.analysis.hunspell.DictEntries`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/DictEntries.java	REFACTOR
2876	Replace the existing Gocene stub for `org.apache.lucene.analysis.hunspell.WordFormGenerator`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/WordFormGenerator.java	REFACTOR
2877	Port `org.apache.lucene.analysis.hunspell.SuggestibleEntryCache`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/SuggestibleEntryCache.java	TASK
2878	Replace the existing Gocene stub for `org.apache.lucene.analysis.hunspell.EntrySuggestion`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/EntrySuggestion.java	REFACTOR
2879	Port `org.apache.lucene.analysis.hunspell.Stemmer`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/Stemmer.java	TASK
2880	Port `org.apache.lucene.analysis.hunspell.WordStorage`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/WordStorage.java	TASK
2881	Replace the existing Gocene stub for `org.apache.lucene.analysis.hunspell.TimeoutPolicy`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/TimeoutPolicy.java	REFACTOR
2882	Port `org.apache.lucene.analysis.hunspell.ConvTable`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/ConvTable.java	TASK
2883	Port `org.apache.lucene.analysis.hunspell.WordContext`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/WordContext.java	TASK
2884	Port `org.apache.lucene.analysis.hunspell.WordCase`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/WordCase.java	TASK
2885	Replace the existing Gocene stub for `org.apache.lucene.analysis.hunspell.FragmentChecker`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/FragmentChecker.java	REFACTOR
2886	Port `org.apache.lucene.analysis.hunspell.RepEntry`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/RepEntry.java	TASK
2887	Replace the existing Gocene stub for `org.apache.lucene.analysis.hunspell.Hunspell`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/Hunspell.java	REFACTOR
2888	Port `org.apache.lucene.analysis.hunspell.CheckCompoundPattern`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/CheckCompoundPattern.java	TASK
2889	Replace the existing Gocene stub for `org.apache.lucene.analysis.hunspell.NGramFragmentChecker`	analysis/common	analysis/common/src/java/org/apache/lucene/analysis/hunspell/NGramFragmentChecker.java	REFACTOR
