sprint_idx	task_id
6	3283
6	3284
6	3285
6	3286
6	3287
6	3288
6	3289
6	3290
6	3291
6	3292
6	3293
6	3294
6	3295
6	3296
6	3297
6	3298
6	3299
6	3300
6	3301
6	3302
6	3303
6	3304
6	3305
6	3306
6	3307
6	3308
6	3309
6	3310
6	3311
6	3312
6	3313
6	3314
6	3315
6	3316
6	3317
6	3318
6	3319
6	3320
6	3321
6	3322
7	4026
7	4027
7	4028
7	4029
7	4030
7	4031
7	4032
7	4033
7	4034
7	4035
7	4036
7	4037
7	4038
7	4039
7	4040
7	4041
7	4042
7	4043
7	4044
7	4045
7	4046
7	4047
7	4048
7	4049
7	4050
7	4051
7	4052
7	4053
7	4054
7	4055
7	4056
7	4057
7	4058
7	4059
7	4060
7	4061
7	4062
7	4063
7	4064
7	4065
7	4066
7	4067
7	4068
7	4069
7	4070
7	4071
7	4072
7	4073
7	4074
7	4075
7	4076
7	4077
7	4078
7	4079
7	4080
7	4081
7	4082
7	4083
7	4084
7	4085
7	4086
7	4087
7	4088
7	4089
7	4090
7	4091
7	4092
7	4093
7	4094
7	4095
7	4096
7	4097
7	4098
7	4099
7	4100
7	4101
7	4102
7	4103
7	4104
7	4105
7	4106
7	4107
7	4108
7	4109
7	4110
7	4111
7	3398
7	3399
7	3400
7	3401
7	3402
7	3403
7	3404
7	3405
7	3406
7	3407
7	3408
7	4263
7	4264
7	4265
7	4266
7	4267
7	4268
7	4270
7	4269
7	4024
7	4025
7	4023
7	4279
8	3130
8	3131
8	3132
8	3133
8	3134
8	3135
8	3136
8	3137
8	3138
8	3139
8	3140
8	3141
8	3142
8	3143
8	3144
8	3145
8	3146
8	3147
8	3148
8	3149
8	3150
8	3151
8	3152
8	3153
8	3154
8	3155
8	3156
8	3157
8	3158
8	3159
8	3160
8	3161
8	3162
8	3163
8	3164
8	3165
8	3166
8	3167
8	3168
8	3169
8	3170
8	3171
8	3172
8	3173
8	3174
8	3175
8	3176
8	3177
8	3178
8	3179
8	3180
8	3181
8	3182
8	3183
8	3184
8	3185
9	3873
9	3874
9	3875
9	3876
9	3877
9	3878
9	3879
9	3880
9	3881
9	3882
9	3883
9	3884
9	3885
9	3886
9	3887
9	3888
9	3889
9	3890
9	3891
9	3892
9	3893
9	3894
9	3895
9	3896
9	3897
9	3898
9	3899
9	3900
9	3901
9	3902
9	3903
9	3904
9	3905
9	3906
9	3907
9	3908
9	3909
9	3910
9	3911
9	3912
9	3913
9	3914
9	3915
9	3916
9	3917
9	3918
9	3919
9	3920
9	3921
9	3922
9	3923
9	3924
9	3925
9	3926
9	3927
9	3928
9	3929
9	3930
9	3931
9	3932
9	3933
9	3934
9	3935
9	3936
9	3937
9	3938
9	3939
9	3940
9	3941
9	3942
9	3943
9	3944
9	3945
9	3946
9	3947
9	3948
9	3949
9	3950
9	3951
9	3952
9	3953
9	3954
9	3955
9	3956
9	3957
9	3958
9	3959
9	3960
9	3961
9	3962
9	3963
9	3964
9	3965
9	3966
9	3967
9	3968
9	3969
9	3970
9	3971
9	3972
10	3186
10	3187
10	3188
10	3189
10	3190
10	3191
10	3192
10	3193
10	3194
10	3195
10	3196
10	3197
10	3198
10	3199
10	3200
10	3201
10	3202
10	3203
10	3204
10	3205
10	3973
10	3974
10	3975
10	3976
10	3977
10	3978
10	3979
10	3980
10	3981
10	3982
11	2789
11	2790
11	2791
11	2792
11	2793
11	2794
11	2795
11	2796
11	2797
11	2798
11	2799
11	2800
11	2801
11	2802
11	2803
11	2804
11	2805
11	2806
11	2807
11	2808
11	2809
11	2810
11	2811
11	2812
11	2813
11	2814
11	2815
11	2816
11	2817
11	2818
11	2819
11	2820
11	2821
11	2822
11	2823
11	2824
11	2825
11	2826
11	2827
11	2828
11	2829
11	2830
11	2831
11	2832
11	2833
11	2834
11	2835
11	2836
11	2837
11	2838
11	2839
11	2840
11	2841
11	2842
11	2843
11	2844
11	2845
11	2846
11	2847
11	2848
11	2849
11	2850
11	2851
11	2852
11	2853
11	2854
11	2855
11	2856
11	2857
11	2858
11	2859
11	2860
11	2861
11	2862
11	2863
11	2864
11	2865
11	2866
11	2867
11	2868
11	2869
11	2870
11	2871
11	2872
11	2873
11	2874
11	2875
11	2876
11	2877
11	2878
11	2879
11	2880
11	2881
11	2882
11	2883
11	2884
11	2885
11	2886
11	2887
11	2888
11	2889
11	2890
11	2891
11	2892
11	2893
11	2894
11	2895
11	2896
11	2897
11	2898
11	2899
11	2900
11	2901
11	2902
11	2903
11	2904
11	2905
11	2906
11	2907
11	2908
12	2909
12	2910
12	2911
12	2912
12	2913
12	2914
12	2915
12	2916
12	2917
12	2918
12	2919
12	2920
12	2921
12	2922
12	2923
12	2924
12	2925
12	2926
12	2927
12	2928
12	2929
12	2930
12	2931
12	2932
12	2933
12	2934
12	2935
12	2936
12	2937
12	2938
12	2939
12	2940
12	2941
12	2942
12	2943
12	2944
12	2945
12	2946
12	2947
12	2948
12	2949
12	2950
12	2951
12	2952
12	2953
12	2954
12	2955
12	2956
12	2957
12	2958
13	2785
13	2786
13	2787
13	2788
13	2759
13	2760
13	2761
13	2762
13	2763
13	2764
13	2765
13	2766
13	2767
13	2768
13	2769
13	2770
13	2771
13	2772
13	2773
13	2774
13	2775
13	2776
13	2777
13	2778
13	2779
13	2780
13	2781
13	2782
13	2783
13	2784
13	3803
13	3804
13	3805
13	3806
13	3807
13	3808
13	3809
13	3810
13	3811
13	3812
13	3813
13	3814
13	3815
13	3816
13	3817
13	3818
13	3819
13	3820
13	3821
13	3822
13	3823
13	3824
13	3825
13	3826
13	3827
13	3828
13	3829
13	3830
13	3831
13	3832
13	3833
13	3834
13	3835
13	3836
13	3837
13	3838
13	3839
13	3840
13	3841
13	3842
13	3843
13	3844
13	3845
13	3846
13	3847
13	3848
13	3849
13	3850
13	3851
13	3852
13	3853
13	3854
13	3855
13	3856
13	3857
13	3858
13	3859
13	3860
13	3861
13	3862
14	2959
14	2960
14	2961
14	2962
14	2963
14	2964
14	2965
14	2966
14	2967
14	2968
14	2969
14	2970
14	2971
14	2972
14	2973
14	2974
14	2975
14	2976
14	2977
14	2978
14	2979
14	2980
14	3863
14	3864
14	3865
15	2981
15	2982
15	2983
15	2984
15	2985
15	2986
15	2987
15	2988
15	2989
15	2990
15	2991
15	2992
15	2993
15	2994
15	2995
15	2996
15	2997
15	2998
15	2999
15	3000
15	3001
15	3002
15	3003
15	3004
15	3005
15	3006
15	3007
15	3008
15	3009
15	3010
15	3011
15	3012
15	3013
15	3014
15	3015
15	3016
15	3017
15	3018
15	3019
15	3020
15	3021
15	3022
15	3023
15	3024
15	3025
15	3026
15	3027
15	3028
15	3029
15	3030
15	3031
15	3032
15	3866
15	3867
15	3868
15	3869
16	3033
16	3034
16	3035
16	3036
16	3037
16	3038
16	3039
16	3040
16	3041
16	3042
16	3043
16	3044
16	3045
16	3046
16	3047
16	3048
16	3049
16	3050
16	3051
16	3052
16	3053
16	3054
16	3055
16	3056
16	3057
16	3058
16	3059
16	3060
16	3061
16	3062
16	3063
16	3064
16	3065
16	3066
16	3870
17	3107
17	3108
17	3109
17	3110
17	3111
17	3112
17	3872
18	3113
18	3114
18	3115
18	3116
18	3117
18	3118
18	3119
18	3120
18	3121
18	3122
18	3123
18	3124
18	3125
18	3126
18	3127
18	3128
18	3129
19	3067
19	3068
19	3069
19	3070
19	3071
19	3072
19	3073
19	3074
20	3075
20	3076
20	3077
20	3078
20	3079
20	3080
20	3081
20	3082
20	3083
20	3084
20	3085
20	3086
20	3087
20	3088
20	3089
20	3090
20	3091
20	3092
21	3093
21	3094
21	3095
21	3096
21	3097
21	3098
21	3099
21	3100
21	3101
21	3102
21	3103
21	3104
21	3105
21	3106
21	3871
22	3574
22	3575
22	3576
22	3577
22	3578
22	3579
22	3580
22	3581
22	3582
22	3583
22	3584
22	3585
22	3586
22	3587
22	3588
22	3589
22	3590
22	3591
22	3592
22	3593
22	3594
22	3595
22	3596
22	3597
22	3598
22	3599
22	3600
22	3601
22	3602
22	3603
22	3604
22	3605
22	3606
22	3607
22	3608
22	3609
22	3610
22	3611
22	3612
22	3613
22	3614
22	3615
22	3616
22	3617
22	4398
22	4399
22	4400
22	4401
22	4402
22	4403
22	4404
22	4405
22	4406
22	4407
22	4408
22	4409
22	4410
22	4411
22	4412
22	4413
22	4414
22	4415
22	4416
22	4417
22	4418
22	4419
22	4420
22	4421
22	4422
22	4423
22	4424
22	4425
22	4426
22	4427
22	4428
22	4429
22	4430
22	4431
22	4432
22	4433
22	4434
23	3618
23	3619
23	3620
23	3621
23	3622
23	3623
23	3624
23	3625
23	3626
23	3627
23	3628
23	3629
23	3630
23	3631
23	3632
23	3633
23	3634
23	3635
23	3636
23	3637
23	3638
23	3639
23	3640
23	3641
23	3642
23	3643
23	3644
23	3645
23	3646
23	4435
23	4436
23	4437
23	4438
23	4439
23	4440
23	4441
23	4442
23	4443
23	4444
23	4445
23	4446
23	4447
23	4448
23	4449
23	4450
23	4451
23	4452
23	4453
23	4454
23	4455
23	4456
23	4457
23	4458
23	4459
23	4460
23	4461
23	4462
23	4463
24	3797
24	3798
24	3799
24	3800
24	3801
24	3802
24	4523
24	4524
24	4525
24	4526
24	4527
24	4528
24	4529
24	4530
25	3501
25	3502
25	3503
25	3504
25	3505
25	3506
25	3507
25	3508
25	3509
25	3510
25	3511
25	3512
25	3513
25	3514
25	3515
25	4319
25	4320
25	4321
25	4322
25	4323
25	4324
25	4325
25	4326
25	4327
25	4328
25	4329
25	4330
25	4331
25	4332
25	4333
25	4334
26	3516
26	3517
26	3518
26	4335
26	4336
26	4337
26	4338
27	3519
27	3520
27	3521
27	3522
27	4339
27	4340
27	4341
27	4342
27	4343
27	4344
27	4345
27	4346
27	4347
27	4348
27	4349
27	4350
27	4351
27	4352
27	4353
27	4354
27	4355
28	3523
28	3524
28	3525
28	3526
28	3527
28	3528
28	3529
28	3530
28	3531
28	3532
28	3533
28	3534
28	4356
28	4357
28	4358
28	4359
28	4360
28	4361
28	4362
28	4363
28	4364
29	4365
29	4366
30	3535
30	4367
30	4368
30	4369
31	3490
31	3491
31	3492
31	3493
31	3494
31	3495
31	3496
31	3497
31	3498
31	3499
31	3500
31	4310
31	4311
31	4312
31	4313
31	4314
31	4315
31	4316
31	4317
31	4318
32	3656
32	3657
32	3658
32	3659
32	3660
32	3661
32	3662
32	3663
32	3664
32	3665
32	3666
32	3667
32	3668
32	3669
32	3670
32	3671
32	3672
32	3673
32	3674
32	3675
32	3676
32	3677
32	3678
32	3679
32	3680
32	3681
32	4475
32	4476
32	4477
32	4478
32	4479
32	4480
32	4481
32	4482
32	4483
32	4484
32	4485
32	4486
33	3536
33	3537
33	3538
33	3539
33	3540
33	3541
33	3542
33	3543
33	3544
33	3545
33	3546
33	3547
33	3548
33	3549
33	3550
33	3551
33	3552
33	3553
33	3554
33	3555
33	3556
33	3557
33	3558
33	3559
33	3560
33	3561
33	3562
33	3563
33	3564
33	3565
33	3566
33	3567
33	3568
33	3569
33	3570
33	3571
33	3572
33	3573
33	4370
33	4371
33	4372
33	4373
33	4374
33	4375
33	4376
33	4377
33	4378
33	4379
33	4380
33	4381
33	4382
33	4383
33	4384
33	4385
33	4386
33	4387
33	4388
33	4389
33	4390
33	4391
33	4392
33	4393
33	4394
33	4395
33	4396
33	4397
34	2740
34	2741
34	2742
34	2743
34	2744
34	2745
34	2746
34	2747
34	2748
34	2749
34	2750
34	2751
34	2752
34	2753
34	2754
34	2755
34	2756
34	2757
34	2758
35	3785
35	3786
35	3787
35	3788
35	3789
35	3790
35	3791
35	3792
35	3793
35	3794
35	3795
35	3796
35	4496
35	4497
35	4498
35	4499
35	4500
35	4501
35	4502
35	4503
35	4504
35	4505
35	4506
35	4507
35	4508
35	4509
35	4510
35	4511
35	4512
35	4513
35	4514
35	4515
35	4516
35	4517
35	4518
35	4519
35	4520
35	4521
35	4522
36	3682
36	3683
36	3684
36	3685
36	3686
36	3687
36	3688
36	3689
36	3690
36	3691
36	3692
36	3693
36	3694
36	3695
36	3696
36	3697
36	3698
36	3699
36	3700
36	3701
36	3702
36	3703
36	3704
36	3705
36	3706
36	3707
36	3708
36	3709
36	3710
36	3711
36	3712
36	3713
36	3714
36	3715
36	3716
36	3717
36	3718
36	3719
36	3720
36	3721
36	3722
36	3723
36	3724
36	3725
36	3726
36	3727
36	3728
36	3729
36	3730
36	3731
36	3732
36	3733
36	3734
36	3735
36	3736
36	3737
36	3738
36	3739
36	3740
36	3741
36	3742
36	3743
36	3744
36	3745
36	3746
36	3747
36	3748
36	3749
36	3750
36	3751
36	3752
36	3753
36	3754
36	3755
36	3756
36	3757
36	3758
36	3759
36	3760
36	3761
36	3762
36	3763
36	3764
36	3765
36	3766
36	3767
36	3768
36	3769
36	3770
36	3771
36	3772
36	3773
36	3774
36	3775
36	3776
36	3777
36	3778
36	3779
36	3780
36	3781
36	3782
36	3783
36	3784
36	4487
36	4488
36	4489
36	4490
36	4491
36	4492
36	4493
36	4494
36	4495
37	3647
37	3648
37	3649
37	3650
37	3651
37	3652
37	3653
37	3654
37	3655
37	4464
37	4465
37	4466
37	4467
37	4468
37	4469
37	4470
37	4471
37	4472
37	4473
37	4474
